Feb 2,∰RαωЯdγ,@yasharahsay,"اون سال اول خوب بود همه چی
در ضمن شما خیلی سوال می پرسی. من همش دیدم زیر توییت افراد مشهور کامنت می ذاری.",@Nami_N_Nami
Feb 2,Susan Roshan,@SusanRoshanReal,#اتحاد رمز پیروزی,@alikarimi_ak8
Feb 2,بابای جاسمین,@alibabperspol,با شرف زندگی کردن هزینه داره #یحیی_گلمحمدی,@alikarimi_ak8
Feb 2,Davood Zare,@davood_zare,"درود بر تمام میهن‌پرستان واقعی، برهه‌یست حساس برای نشان دادن مردانگی.
#من_وکالت_میدهم",@alikarimi_ak8
Feb 2,C̷h̷e̷s̷h̷m̷ ̷A̷b̷i̷,@Cheshmabi74,"افرین بر شما 
خطاب به خونه نشین ها:
اگه از جنگ نمردی،
اگه از کورونا نمردی،
اگه از هوای سرطان زا نمردی،
اگه از عدم کمک به زلزله نمردی،
اگه از دلار ۴۵ هزار ت نمردی،
#شاهزاده_رضا_پهلوى داره تلاش میکنه که تو از گرسنگی نمیری و گر نه مطمئن باش از گرسنگی میمیری.
پس یه تکونی به بده",@alikarimi_ak8
Feb 2,Jazireye Sorkh,@JazireyeSorkh,"نام: یحیی گل محمدی
جرم: همدردی

یحیی گل محمدی عزیز:
به هیچ جا وصل نیستی جز قلب مردم.

#یحیی_گلمحمدی 
#مهسا_امینی",@alikarimi_ak8
Feb 2,[empty],@gitishams1,"علیاقا مرسی که همیشه سمت مردم بودی و همیشه سمت درست تاریخ وایسادیمرسی که کنار شاهزاده وایسادی #من_وکالت_میدهم 
@PahlaviReza",@alikarimi_ak8
Feb 2,Darya,@Darya02908671,[empty],@alikarimi_ak8
Feb 2,عالیجناب دائم التحریک,@SiyavashHarris,"درود به هرچی آدم باشرف و انسان
#مهسا_امینی",@alikarimi_ak8
Feb 2,Darya,@Darya02908671,[empty],@alikarimi_ak8
Feb 2,Ferdinand,@nikawanton,"استقلالی دو آتیشه‌ای هستم که در مقابل اسطوره های مردمی پرسپولیس سر تعظیم فرود میارم!
خدا حفظتون کنه
#مهسا_امینی",@alikarimi_ak8
Feb 2,Nن,@Saman14189188,علی کریمی ، ریدی دیگه،  همون در حد رجز خونی و فراخوان دادن  باید خودت رو نگه میداشتی ، خایه مال پهلوی شدن و خیانتت به جنبش ، تو رو از چشم‌ ما انداخته,@alikarimi_ak8
Feb 2,مجی,@Moji8665,"این انقلاب باید پیروز بشه،. تک تک شما یی که داری این پیام میخونی نقشت تو این انقلاب مهمه،.
هرکار کوچکی از دستت برمیاد انجام بدید
از پست و کامنت تا راه رفتن تو خیابان موقع فراخوان
#مهسا_امینی
#زن_زندگی_آزادی
#خوی
#آبدانان",@alikarimi_ak8
Feb 2,Ferdinand,@nikawanton,"استقلالی دو آتیشه‌ای هستم که در مقابل اسطوره های مردمی پرسپولیس سر تعظیم فرود میارم!
خدا حفظتون کنه
#مهسا_امینی",@alikarimi_ak8
Feb 2,Nن,@Saman14189188,علی کریمی ، ریدی دیگه،  همون در حد رجز خونی و فراخوان دادن  باید خودت رو نگه میداشتی ، خایه مال پهلوی شدن و خیانتت به جنبش ، تو رو از چشم‌ ما انداخته,@alikarimi_ak8
Feb 2,مجی,@Moji8665,"این انقلاب باید پیروز بشه،. تک تک شما یی که داری این پیام میخونی نقشت تو این انقلاب مهمه،.
هرکار کوچکی از دستت برمیاد انجام بدید
از پست و کامنت تا راه رفتن تو خیابان موقع فراخوان
#مهسا_امینی
#زن_زندگی_آزادی
#خوی
#آبدانان",@alikarimi_ak8
Feb 2,خنیاگر,@khoniyagarr,"مرگ بر جمهوری اسلامی
زنده باد ایران

#من_وکالت_میدهم",@alikarimi_ak8
Feb 2,Mehtizo,@mehtizo,درود بر تو، دمت گرم مرد فهمیده,@alikarimi_ak8
Feb 2,C̷h̷e̷s̷h̷m̷ ̷A̷b̷i̷,@Cheshmabi74,از علی دائی چه خبر؟,@alikarimi_ak8
Feb 2,Darya,@Darya02908671,[empty],@alikarimi_ak8
Feb 2,نَبات زِندگی,@sheryy_zibaei,شرف به روایت تصویر ,@alikarimi_ak8
Feb 2,xabat kermashani,@HamzehRahimi2,مخالفت با رژیم ،تاوانش تو دل مردم بودنه,@alikarimi_ak8
Feb 2,#میلاد_آرمون,@barayeHme,"امروز کیفر خواست متهمان پرونده اکباتان به دادگاه ارسال شده.
الان بیشتر از هر زمان دیگری نیاز هست اسم #میلاد_آرمون را فریاد بزنیم و ازش بنویسیم.
کسی که با شجاعت به قاضی گفت: «من اصلا چاقو نداشتم!» و زیر بار اعتراف اجباری نرفت.
کیشه قبل اینکه دیر بشه، صدای میلاد باشید؟
#مهسا_امينی",@alikarimi_ak8
Feb 2,ایرانم(بلوچ،کرد،لر،عرب،آذری،فارس),@ashghalsandis,"بیچاره مردم 
#مهسا_امینی 
#IRGCterrorists #BRUSSELS20FEB",@alikarimi_ak8
Feb 2,Darya,@Darya02908671,"#وحید _افکاری
#mahsaamini",@alikarimi_ak8
Feb 2,نَبات زِندگی,@sheryy_zibaei,شرف به روایت تصویر ,@alikarimi_ak8
Feb 2,xabat kermashani,@HamzehRahimi2,مخالفت با رژیم ،تاوانش تو دل مردم بودنه,@alikarimi_ak8
Feb 2,#میلاد_آرمون,@barayeHme,"امروز کیفر خواست متهمان پرونده اکباتان به دادگاه ارسال شده.
الان بیشتر از هر زمان دیگری نیاز هست اسم #میلاد_آرمون را فریاد بزنیم و ازش بنویسیم.
کسی که با شجاعت به قاضی گفت: «من اصلا چاقو نداشتم!» و زیر بار اعتراف اجباری نرفت.
کیشه قبل اینکه دیر بشه، صدای میلاد باشید؟
#مهسا_امينی",@alikarimi_ak8
Feb 2,ایرانم(بلوچ،کرد،لر،عرب،آذری،فارس),@ashghalsandis,"بیچاره مردم 
#مهسا_امینی 
#IRGCterrorists #BRUSSELS20FEB",@alikarimi_ak8
Feb 2,Darya,@Darya02908671,"#وحید _افکاری
#mahsaamini",@alikarimi_ak8
Feb 2,Darya,@Darya02908671,[empty],@alikarimi_ak8
Feb 2,babak.khoramdin,@babak77696345,جا داره در این دهه زجر یادی کنیم از بنیانگذار بزرگ افتابه ها خمینی کبیر. ریدم تو روحت خوکچه هندی,@alikarimi_ak8
Feb 2,OLD MAN,@Z_A_R_T_O_S_H_T,"علی آقا کریمی ! 
اون استوری پرویز پرستویی  ، را از اینستاگرام خودتون بردارید !
این مردیکه طرفدار رژیم جنایتکار جمهوری اسلامی  و دوست نزدیک #قاسم_کتلت است ",@alikarimi_ak8
Feb 2,Nomad,@Inomad000,آفرین علی جون. این جماعت بلاتکلیف و گمراه رو باید با زبونِ خوش به راه آورد. دمت‌گرم,@alikarimi_ak8
Feb 2,Mirza Jingol,@Gavehasan,"سلطان علی کریمی لطفا تمام اعتبار خودت رو که ما بهت دادیم خرج آقای رضا پهلوی نکن!
شما یکبار از ایشون حمایت کردی و نتیجه پتیشن رو هم دیدی که به پانصد هزار نرسید.
علی آقا شما مال مردم هستید، پس لطفا نماینده تمام مردم باشید که اکثریت طرفدار سلطنت نیستند! شما قلب مایی
#مهسا_امینی",@alikarimi_ak8
Feb 2,☆Qırmızı İldırım,@passonjer,وای کشته ما رو تخصصصصصصصصصص تو,@alikarimi_ak8
Feb 2,C̷h̷e̷s̷h̷m̷ ̷A̷b̷i̷,@Cheshmabi74,"#فوری:
هم اکنون جوانان #اصفهان با شعار 
رضا شاه روحت شاد به خیابان امدنند
#مهسا_امینی",@alikarimi_ak8
Feb 2,Darya,@Darya02908671,میدزدن میبرن فریادرسی نیست #mahsaamini,@alikarimi_ak8
Feb 2,Darya,@Darya02908671,#Mahsa_Amini,@alikarimi_ak8
Feb 2,babak.khoramdin,@babak77696345,جا داره در این دهه زجر یادی کنیم از بنیانگذار بزرگ افتابه ها خمینی کبیر. ریدم تو روحت خوکچه هندی,@alikarimi_ak8
Feb 2,OLD MAN,@Z_A_R_T_O_S_H_T,"علی آقا کریمی ! 
اون استوری پرویز پرستویی  ، را از اینستاگرام خودتون بردارید !
این مردیکه طرفدار رژیم جنایتکار جمهوری اسلامی  و دوست نزدیک #قاسم_کتلت است ",@alikarimi_ak8
Feb 2,Nomad,@Inomad000,آفرین علی جون. این جماعت بلاتکلیف و گمراه رو باید با زبونِ خوش به راه آورد. دمت‌گرم,@alikarimi_ak8
Feb 2,Mirza Jingol,@Gavehasan,"سلطان علی کریمی لطفا تمام اعتبار خودت رو که ما بهت دادیم خرج آقای رضا پهلوی نکن!
شما یکبار از ایشون حمایت کردی و نتیجه پتیشن رو هم دیدی که به پانصد هزار نرسید.
علی آقا شما مال مردم هستید، پس لطفا نماینده تمام مردم باشید که اکثریت طرفدار سلطنت نیستند! شما قلب مایی
#مهسا_امینی",@alikarimi_ak8
Feb 2,☆Qırmızı İldırım,@passonjer,وای کشته ما رو تخصصصصصصصصصص تو,@alikarimi_ak8
Feb 2,C̷h̷e̷s̷h̷m̷ ̷A̷b̷i̷,@Cheshmabi74,"#فوری:
هم اکنون جوانان #اصفهان با شعار 
رضا شاه روحت شاد به خیابان امدنند
#مهسا_امینی",@alikarimi_ak8
Feb 2,Darya,@Darya02908671,میدزدن میبرن فریادرسی نیست #mahsaamini,@alikarimi_ak8
Feb 2,Darya,@Darya02908671,#Mahsa_Amini,@alikarimi_ak8
Jan 20,Kardo Shayan,@kardoshayan,"دقیقا و‌این راه بسیار خوبیست برای تشکیل یک ائتلاف قوی 
#مهسا_امينی #IranRevoIution #iran",@alikarimi_ak8
Jan 20,Iman_JavidShah2,@iman_javidshah2,"حتما این افراد میگن حامد اسماعلیون معصومه علینژاد گلشیفته فرهانی و نازنین بنیادی یا مریم رجوی باز بگم 
درد اینها بی وطنی هست 
و کارشون فقط کاسبی سیاسی و فاندگرفتن از نام فرزندان ایران و خون ریخته شدگان فرزندان ایران هست 
#مرگ_بر_سه_فاسد_ملا_چپی_مجاهد 
#من_وکالت_میدهم جاویدشاه",@alikarimi_ak8
Jan 20,Negin Sepehri,@S_Negin,جناب كريمي، اين جريان وكالت شكاف عميقي ايجاد كرده أست. من به شخصه به شوراي گذار وكالت ميدهم!,@alikarimi_ak8
Jan 20,Duke Rhino,@duke_rhino,"امیدوارم کسانی که حامد اسماعیلیون عزیز را نماینده خود می دانند به ایشون وکالت دهند، به جای مخالفت با کسانی که شاهزاده رضا پهلوی را به نمایندگی از خود انتخاب کرده‌اند. و تمام این افراد به نمایندگی از مردم با هم ائتلافی تشکیل دهند.

#مهسا_امینی twitter.com/esmaeilion/sta…",@alikarimi_ak8
Jan 20,My blessing to all freedom fighters,@MobiousC,Exactly right.,@alikarimi_ak8
Jan 20,StaR.MooN ☼𓃬,@StaRllMooN,"اشخاصی که شما منتظرشون هستید، همه به فکر منافع شخصی هستند و نه منافع ایران و ایرانی
#من_وکالت_میدهم 
#IRGCterorrists",@alikarimi_ak8
Jan 20,Ayatollah Kamikaze,@aytlhkami,شخص مورد نظر من کارلوس کیروش هست . خیلی بهتر از رضا پهلویه. باعث صعود ما به جام جهانی هم میشه .,@alikarimi_ak8
Jan 20,#Mahsa_Amini_Azadi,@MahsaAminiAzadi,با عرض ادب خدمت جناب علي كريمي (خيلي به شما باور دارم)  ما به جناب پهلوي وكالت داديم اما ايشان هيچ وقت حاضر به ائتلاف با احضاب ما كه ميشوند احضاب ترك و كرد و بلوچ و براي همين هست كه خيلي ها به جاي اينكه به يك نفر راي دهند، منتظر هستند به اتحاد بيشتر عقل جمعي تا فردي,@alikarimi_ak8
Jan 20,momo,@MOMO_MIGAA,"منتظر نباش 
@alikarimi_ak8",@alikarimi_ak8
Jan 20,ئاغای لۆمەچی(ژن_ژیان_ئازادی),@bayizagha47,"اولا به عنوان یک نفر که در ایران و‌کف خیابان بوده و‌هستم به هیچ شخصی وکالت نمیدم 
اما به عنوان یک‌کورد نظر شخصی خودم 
برای دوران گذار از رژیم جنایتکار و‌تروریست ج.ا و برگزاری یک رفراندوم برای ایرانی آزاد
به حزب دمکرات کوردستان ایران وکالت میدم
#وکالت_میدهم
#IRGCterrorists",@alikarimi_ak8
Jan 20,raha,@rahallrr22,"خب اگه هشتگ هاتون تموم وکالت هاتونم دادید و گرفتید میشه یه فکری به حال یه فراخوانی ، قیامی ،حرف زدن و صحبت با وزیر های خارجه کشور ها که رو هوا موندیم
#IRGCterrorists
#مهسا_امینی",@alikarimi_ak8
Jan 20,Fereshteh Gilaki,@fereshtehgilaki,"ان دوستان به اسم دوست می دانند:شرایط به گونه‌ای است که اگر همین امروز جمهوری اسلامی برود،به جز خاندان پاک پهلوی،همهٔ گزینه‌های دیگر یا جمهوری اسلامی را ساخته‌اند یا جمهوری اسلامی آنها را ساخته است. 
#RezaPahlavi
 #KingdomWithPahlavi 
 #RezaShahtheSecond
#من_وکالت_میدهم
#جاویدشاه",@alikarimi_ak8
Jan 20,Shabnam,@Shabnam727,"در غیر اینصورت و چنانچه معرفی نکنند، ما ناچار خواهیم بود به این نتیجه برسیم که این افراد نظرشون کلاً با ضحاک نزدیک‌تره تا با شاهزاده 

#من_وکالت_می‌دهم 
#RezaPahlavi 
#مهسا_امينی",@alikarimi_ak8
Jan 20,Amir Fakhravar,@Fakhravar,علی کریمی عزیز، من شاهزاده رضا پهلوی را از صمیم قلب دوست دارم اما ما مردم ایران (وهمچنین مردم دنیای آزاد و دموکراتیک) تجربه تلخ و خونینی از سپردن وکالت به افراد داریم. برای همین ما به یک قانون اساسی که آزادی و دموکراسی را برای ایران آینده تضمین کند، وکالت می دهیم. #وکالت_به_قانون,@alikarimi_ak8
Jan 20,journalist_alvin,@AlvinJournalist,دوستان همچو‌ن مسیج و نازنین هم فاز رهبری گرفتن درصورتی که ما بچه های دهه ۶۰ ۷۰ ۸۰ اینها را نمیشناسیم . #من_وکالت_میدهم,@alikarimi_ak8
Jan 20,Hossein,@AkkasNabashi,"به ائتلاف فراگیر که بتونه جامعه‌ی متکثر ایران رو نمایندگی کنه وکالت میدم.

#زن_زندگی_آزادی",@alikarimi_ak8
Jan 20,Mohammad Jeihani,@mojeihani,ائتلاف بین شخصیتهای سیاسی رخ نخواهد داد، اتحاد واقعی باید از درون جامعه مدنی بگذرد. تشکلهای مدنی باید با هم همصدا شوند تا سیاسیون رو‌مجبور به همراهی کنند. هنرمندان، ورزشکاران، کارگران، دانشجویان، معلمین، بازنشسته ها، کشاورزان و ….,@AkkasNabashi
Jan 20,تیغِ اوکام,@occam_razor01,"تو قهرمانی هستی که بخاطر مردمت شروع به مبارزه کردی
وکالتت رو هم دادی که خب حق طبیعیته که نظرت رو بگی
اما دیگه سعی کن قهرمان باقی بمونی و چیپ نشی
ما چون وکالتمون به فرد تعلق نمیگیره نمیتونیم هلو برو تو گلو پشت یه نفر صف بشیم
اساسا ما مثل شما منجی گرا نیستیم
ما وحدت جمعی میخواهیم",@alikarimi_ak8
Jan 20,Duke Rhino,@duke_rhino,چیپ تو هستی که راه افتادی دوره برای مخالفت با یک کمپین برای انتخاب شخصی به نماینده خود. تو چه احمقی هستی که فردی رو چیپ می خونی برای ابراز نظر.,@occam_razor01
Jan 20,جەنگاوەری خۆرەتاو,@zagros2720,"آقای کریمی با این وکالت به نظرم پتانسیل صدای مردم مبارز داخل کشور بودن رو از دست دادید
در آینده دوباره پشیمان خواهی شد که از پهلوی همانند روحانی که حمایت کردی اعلام‌ پشیمانی کنی
#مرگ_بر_ستمگر_چه_شاه_باشه_چه_رهبر",@alikarimi_ak8
Jan 20,Legendarylife,@__sun__rise___,علی آقای کریمی پهلوانی که یک تنه اپوزیسیون تجزیه طلب و صادراتی رو چزوند، دمت گرم علی آقا #من_وکالت_میدهم #جاویدشاه #رضاشاه_دوم_شاه_قانونی_ایران,@alikarimi_ak8
Jan 20,Q-10,@revenge2023,"آدم شناسی علی آقاکریمی نمونه است
 کیروش رویادتونه علی آقا سالیان دورفهمیده بود چه شارلاتانی است آخر سرهم شد آیت الله کیروش!
 الانم مطمئنم علی آقا دقیقاً میدونه اون دوستان! باخودشون وملت چندچندن ولی منتظره..
 پایان صبرعلی آقایعنی پایان رسمی اون دوستان!
#مهسا_امینی #من_وکالت_میدهم",@alikarimi_ak8
Jan 20,سیزیفΣίσυφος,@agha_bakeri,اسگل فکر کردی گل کوچیکه ؟ یار کشی میکنید ؟ شما اختیار سیفون یه توالت عمومی دستتون نیست به این وضع افتادین ، بدبخت اونا که شما رو باور کردن,@alikarimi_ak8
Jan 21,Milad,@Olquestion,"هر کی معرفی بشه، تعدادی سلطنت خواه تخریبش میکنن و میگن “این در حد شاهزاده ی ما نیست”
این اتفاق برای اسماعیلیون افتاد ، برای مسیح افتاد و …

هروقت آقای رضا پهلوی رو از آسمون شاهزاده ها آوردید پایین پیش بقیه ی انسانها، منتظر “اشخاص مورد نظر”دیگه هم باشید.

#مهسا_امینی
#زاهدان",@alikarimi_ak8
Jan 21,جلال ال احمق,@bastanylisy,دقیقا,@alikarimi_ak8
Jan 21,Kiaa Aalipour کیارش عالی‌پور,@aalipour,خواهش می‌کنم با بازی #من_وکالت_میدم و #من_وکالت_نمیدم ناخواسته آب به آسیاب جمهوری اسلامی نریزید و به اختلاف‌ها دامن نزنید! ایران آزاد، مانند هر کشور دموکراتیک دیگر باید چند‌صدایی باشد. برای سرنگونی ج ا به اتحاد نیاز است. صدای زندانیان و محکومان به اعدام باشیم! #زن_زندگی_آزادی,@alikarimi_ak8
Jan 21,Haybat Mohammadi,@HBTMBT2,"جمهوری اسلامی آری یا خیر؟
جمع کنید کازە و کوزە را. با جعل و تقلب و استفادە از کاربران خارجی این همە زور زدی حتی نصف امضاهای آقای اسماعیلیون رو نتونستید جمع کنید. قبول کنید کە اقلیتید و دیگر در راە آزادی ایران سنگ نندازید و میتوانید حداقل سعی کنید با بقیە همکاری کنید.
#ژینا_ئەمینی",@alikarimi_ak8
Jan 21,جلال ال احمق,@bastanylisy,این افراد یا یک مشت توده ای کثیفن یا مجاهد ! بقیه هم سایبری!,@alikarimi_ak8
Jan 21,دمو قُراضه,@BlalFarsy,"آقای کریمی این طعنه زدن‌ها به ""دوستانی که وکالت ندادن"" باعث تفرقه بیشتر میشه‌.
همین که توئیت میذارید به این موضوع می‌پردازید یعنی پیشنهاد وکالت مخالفان زیادی داره. با زور و طعنه نظر مخالفا عوض نمیشه و اتحاد ایجاد نمیشه.

ما با پافشاری روی پیشنهادهای کم طرفدارمون تنهاتر و ضعیفتریم",@alikarimi_ak8
Jan 20,Fakhteh,@nothingbtfreedm,"@Mahizadyaar
  توییت پاک نشده ایزدیار جان",@alikarimi_ak8
Jan 20,ماه ایزدیار,@Mahizadyaar,اره دیدم واژه «مورد»، «مرد» نوشته شده بود، توییتم رو حذف کردم,@nothingbtfreedm
Jan 21,Rostam,@RostamFerdoosi,"ظاهرا این بابا علی کریمی هر سال با یکی بیعت می‌کنه و وکالت می‌ده !!!
#قیام_تا_سرنگونی 
#مرگ_بر_ستمگر_چه_شاه_باشه_چه_رهبر",@alikarimi_ak8
Jan 21,Shirin Moradi,@Shirin_Utah,جوان های نازنین توی زندان زیر شکنجه، تنها امیدشان ما ها هستیم که بیرون و آزادیم و به جای اینکه سریعتر دنبال راهی برای رهایی این عزیزان پیدا کنیم نشستیم حساب شخصی هامون رو صاف کنیم. اگر از #شاهزاده_رضا_پهلوی با کفایت تر در نظر دارید، بسم الله! بچه ها چشم انتظارند #من_وکالت_میدهم,@alikarimi_ak8
Jan 21,Rezgar Javidfar,@RezgarJavidfar,خیلی برام عزیز بودی ولی خیلی تو خالی از اب درامدی، قرار بود مدافع همه ملت باشی خودتم که جا زدی علی اقا. مگه میشه مصاحبه پهلوی رو دید و شنید و بازهم به او وکالت بدهید؟ بابت چه ؟ چرا به او؟ ٤٣ ساله چی کار کرده؟ تو این ٤ ماه چی کار کرده؟ اون عرضه کنترل هواداراش رو نداشته \؟؟,@alikarimi_ak8
Jan 21,Sativa,@Sativa888,"اونها فعلا بيشتر به فكر حمله به شاهزاده هستند تا كار مفيد . خوب شد كه با اين كمپين بالاخره دست همه رو شد #من_وکالت_میدهم 
#مهسا_امینی 
#جاویدشاه",@alikarimi_ak8
Jan 21,mahshid zamani,@mahshidzamani1,بدنیست بخوانید شاید بفمید چرا وکیل نمیخواهیم نه از نوع شاهزاده و نه از نوع گدا. https://t.me/c/1432694432/520…,@alikarimi_ak8
Jan 21,mahshid zamani,@mahshidzamani1,[empty],@mahshidzamani1
Jan 21,Edward,@EdwardOfIran,علی جان فقط خودتان و شاهزاده در ایران طرفدار دارین باقی همه فقط اینفلوئنسرن! طرفداری تو خیابان ندارن همین دو نفر هم باشید ۹۵٪ درصد مردم دارید! باورکنید اون ۵٪ همه دنبال مسائل دیگری هستند. با قدرت جلو برید ,@alikarimi_ak8
Jan 21,Amir ebrahimi,@Amir60118403,منتظر باش تا زیر پات یونجه سبز بشه,@alikarimi_ak8
Jan 21,Amir,@RealAmir66,"یادمون باشه آخرین باری که به کسی که مدعی بود دنبال مقام و جایگاه حکومتی توی ایران نیست وکالت دادیم و چه شد
شورای گذار بهترین راه حله و کسی هم‌جلودار تشکیلش نیست.
میتونیم شورایی حتی ۵۰ نفره هم داشته باشیم که از همه احزاب و تشکلها توشون باشن
#مهسا_امینی",@majnav12
Jan 22,Ramin Farhangian,@Raminagha,"یادمان باشد که اگر خاطرمان تنها شد،
طلب عشق ز هر بی سر و پایی نکنیم.",@alikarimi_ak8
Jan 22,Milad,@Olquestion,"بیشتر که فکر میکنم، بیشتر لذت میبرم از این قصه ی وکالت آقای رضا پهلوی، که در نگاه اول گستاخانه و تک روی آنه به نظرم میرسید.(همچنان معتقدم گستاخانه بود، اما گستاخی گاها لازم است)
باعث شد آتشی بیفتد در ماتحت احذاب دیگر، که گذر زمان کند و خسته شان کرده بود٫ حالا به خودشان آمدند!",@alikarimi_ak8
Jan 22,Milad,@Olquestion,"#مهسا_امینی
#IRGCterrorists 
هشتگاش ",@Olquestion
Jan 22,M N,@PrivatDoki,[empty],@alikarimi_ak8
Jan 23,Bahar V,@Bahavacan,خشك شديم دم در براى خوشامد گويى بهشون  #IRGCterrorists #من_وکالت_میدهم #RezaPahlavi,@alikarimi_ak8
Jan 24,M N,@PrivatDoki,https://twitter.com/PrivatDoki/status/1617921843092156417?t=Pv_4aXvPbjgUYzIAaNKROg&s=19…,@alikarimi_ak8
Jan 24,M N,@PrivatDoki,https://twitter.com/PrivatDoki/status/1617922407171514368?t=EjRcFwzfhaWAbv5BN3dBzw&s=19…,@alikarimi_ak8
Jan 18,عبدالله گنجی,@ab_ganji,وضع مالیت هم خوبه حق وکالت هم بهش بده که از مامانش خرجی نگیرد,@alikarimi_ak8
Jan 31,Duke Rhino,@duke_rhino,"تو گه اضافی نخور، مفت خور حروم زاده 
#کیرم_تو_بیت_رهبری",@ab_ganji
Jan 19,報道特集(JNN  TBSテレビ),@tbs_houtoku,"Dear Mr. Ali Karimi,
سلام.  نام من ساتوکو کاکو است و گزارشگر یک تلویزیون ژاپنی به نام TBSهستم.  من در حال حاضر تظاهرات ضد دولتی در ایران را پوشش می دهم.  من می خواهم برای شما DM بفرستم، پس می توانید من را دنبال کنید؟
باتشکرساتوکاکو",@alikarimi_ak8
Jan 20,بیدل,@BidelDehlavi,جناب علی کریمی عزیز لطفا قبل از دادن وکالت به رضا پهلوی و زدن هشتگ #من_وکالت_میدهم ، سلسله برنامه #سقوط که در مورد کودتای ۲۸ مرداد که توسط #رادیوفردا تهیه شده و آقای #کامبیز_حسینی گوینده آن هست را گوش کنید.,@alikarimi_ak8
Jan 20,Kambiz Hosseini,@kambizhosseini,آقای استاد سایبری! این برنامه رو من نساختم.,@BidelDehlavi
Jan 18,Ashkan Monfared,@MonfaredAshkan,علی آقای کریمی ,@alikarimi_ak8
Jan 18,Reza Khazaei,@Rezakh1111,#من_وکالت_میدهم,@alikarimi_ak8
Jan 18,Frank K,@FrankKh3,درود بر علی آقای کریمی,@alikarimi_ak8
Jan 18,Cameron Behzadi,@CameronBehzadi,"انتخاب من شاهزاده رضا پهلوی
@PahlaviReza
#RezaPahlavi",@alikarimi_ak8
Jan 18,H⃣𝐞𝐫𝐳𝐥 𝐒𝐨𝐫𝐜𝐡𝐢,@Herzl_sorchi,"There is evidence that the Pahlavi regime was involved in the bloodshed of thousands of Iranian and Kurdish civilians. The Kurds will never allow the Pahlavi regime to return to power again. Both regimes have been tested.
@PahlaviReza
 @ShahbanouFarah
 ",@alikarimi_ak8
Jan 18,H⃣𝐞𝐫𝐳𝐥 𝐒𝐨𝐫𝐜𝐡𝐢,@Herzl_sorchi,"There is evidence that the Pahlavi regime was involved in the bloodshed of thousands of Iranian and Kurdish civilians. The Kurds will never allow the Pahlavi regime to return to power again. Both regimes have been tested.
@PahlaviReza
 @ShahbanouFarah
 ",@alikarimi_ak8
Jan 18,دکتر علی شاهد,@mlhobbyist,"آفساید!
#من_وکالت_نمیدهم",@alikarimi_ak8
Jan 18,برزین,@sheykhbabar2,ب ک,@mlhobbyist
Jan 18,ماه ایزدیار,@Mahizadyaar,فقط برای دوران گذار سلطان قلبها؟!,@alikarimi_ak8
Jan 18,VANHEDA,@vanheda97,"دروووودهای بیکران بر علی آقای کریمی..

ما پیروزیم قطعاااا
خامنه ای الان داره میزنه توسرش میگ اینا واقعا خیلی جدی شدن...
با #شاهزاده_رضا_پهلوی از آزادی تا آبادی راهی نیست
...
پاینده ایران #جاویدشاه",@alikarimi_ak8
Jan 18,Ali Ashtari,@AliAshtari9,به به ,@alikarimi_ak8
Jan 18,"AlanB, PhD",@BosxAl,"درود بر علی کریمی.

اتحاد و همکاری و همصدایی و #ائتلاف، 
ضرورتی فوری است.",@alikarimi_ak8
Jan 18,Haybat Mohammadi,@HBTMBT2,تا ١٤٠٠ هم کە با روحانی بودی. شما سرتون تو کار فوتبال باشە خیلی بهترە.,@alikarimi_ak8
Jan 18,سوته‌دل,@DancingRhino_,[empty],@alikarimi_ak8
Jan 18,VANHEDA,@vanheda97,"دروووودهای بیکران بر علی آقای کریمی..

ما پیروزیم قطعاااا
خامنه ای الان داره میزنه توسرش میگ اینا واقعا خیلی جدی شدن...
با #شاهزاده_رضا_پهلوی از آزادی تا آبادی راهی نیست
...
پاینده ایران #جاویدشاه",@alikarimi_ak8
Jan 18,Ali Ashtari,@AliAshtari9,به به ,@alikarimi_ak8
Jan 18,"AlanB, PhD",@BosxAl,"درود بر علی کریمی.

اتحاد و همکاری و همصدایی و #ائتلاف، 
ضرورتی فوری است.",@alikarimi_ak8
Jan 18,Haybat Mohammadi,@HBTMBT2,تا ١٤٠٠ هم کە با روحانی بودی. شما سرتون تو کار فوتبال باشە خیلی بهترە.,@alikarimi_ak8
Jan 18,سوته‌دل,@DancingRhino_,[empty],@alikarimi_ak8
Jan 18,Amir ,@Me_Unstoppable2,مصاحبه‌اش با مکس امینی رو ندیدی؟ چندبار گفت که من اشتباه کردم از روحانی حمایت کردم و همینجا عذرخواهی میکنم,@DancingRhino_
Jan 18,Amir ,@Me_Unstoppable2,مصاحبه‌اش با مکس امینی رو ندیدی؟ چندبار گفت که من اشتباه کردم از روحانی حمایت کردم و همینجا عذرخواهی میکنم,@DancingRhino_
Jan 18,برزین,@sheykhbabar2,ای جونم‌ علیراقا کریمی  اسطوره مایی,@alikarimi_ak8
Jan 18,Ayatollah Kamikaze,@aytlhkami,[empty],@alikarimi_ak8
Jan 18,Pantea Peyvandi,@PanteaPeyvandi,"درود به شرفت علی آقا 
#مهسا_امینی 
#من_وکالت_میدهم",@alikarimi_ak8
